ID_Paciente,CURP,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo,Estatura_m,Peso_kg,IMC,Presion_Sistolica,Presion_Diastolica,Glucosa,Colesterol,Frecuencia_Cardiaca,Diabetes,Hipertension,Fumador,Actividad_Fisica,Antecedente_Familiar,Municipio,Region,Latitud,Longitud
PUE-003217,CAHJ060618MPLSRNA1,Juana Gabriela,Castro,Hernández,2006-06-18,20,Femenino,1.5219999999999998,70.3,30.3,145,98,,,67.0,,,,,,Chiautla,,,
PUE-003218,REGF780218HPLYRRA7,Francisco,Reyes,García,1978-02-18,48,Masculino,1.7,66.4,23.0,119,70,,,66.0,,,,,,Esperanza,,,
PUE-003219,FOCR380402HPLLSCA5,Ricardo,Flores,Castro,1938-04-02,88,Masculino,1.675,96.6,34.4,121,70,,,69.0,,,,,,Tepeaca,,,
PUE-003220,GATL850315MPLRRTA7,Leticia,García,Torres,1985-03-15,41,Femenino,1.5590000000000002,42.0,17.3,119,74,,,80.0,,,,,,Tecamachalco,,,
PUE-003221,FOVJ630219HPLLÁSA6,José Jorge,Flores,Vázquez,1963-02-19,63,Masculino,1.643,71.8,26.6,117,78,,,100.0,,,,,,Teziutlán,,,
PUE-003222,RARJ021204MPLMYNA5,Juana,Ramírez,Reyes,2002-12-04,23,Femenino,1.495,52.4,23.4,125,72,,,72.0,,,,,,Chiconcuautla,,,
PUE-003223,PESA471209HPLÉÁLA7,Alejandro,Pérez,Sánchez,1947-12-09,78,Masculino,1.754,89.0,28.9,115,83,,,82.0,,,,,,Naupan,,,
PUE-003224,CULL340131MPLRÓTA8,Leticia María,Cruz,López,1934-01-31,92,Femenino,1.595,68.5,26.9,113,70,,,79.0,,,,,,Tlachichuca,,,
PUE-003225,LEGP080525HPLÓNDA2,Pedro,López,González,2008-05-25,18,Masculino,1.7380000000000002,80.4,26.6,112,73,,,93.0,,,,,,Tlachichuca,,,
PUE-003226,SEDR000316HPLÁÍFA9,Rafael Alejandro,Sánchez,Díaz,2000-03-16,26,Masculino,1.7790000000000001,65.5,20.7,117,74,,,88.0,,,,,,Puebla,,,
PUE-003227,CAHM840714HPLSRGA3,Miguel Rafael,Castro,Hernández,1984-07-14,41,Masculino,1.755,81.7,26.5,125,79,,,77.0,,,,,,Chiconcuautla,,,
PUE-003228,PECM660822MPLÉRRA5,María Rosa,Pérez,Cruz,1966-08-22,59,Femenino,1.5759999999999998,72.7,29.3,116,81,,,94.0,,,,,,Cuetzalan del Progreso,,,
PUE-003229,GEFE800116MPLÓLLA7,Elena,Gómez,Flores,1980-01-16,46,Femenino,1.63,64.0,24.1,113,78,,,82.0,,,,,,Chignautla,,,
PUE-003230,GAVJ910802MPLRÁNA8,Juana Juana,García,Vázquez,1991-08-02,34,Femenino,1.536,59.8,25.3,116,77,,,78.0,,,,,,Yehualtepec,,,
PUE-003231,JIDM800628HPLMÍNA1,Manuel Jesús,Jiménez,Díaz,1980-06-28,46,Masculino,1.739,84.3,27.9,156,104,,,67.0,,,,,,Ajalpan,,,
PUE-003232,RELJ020719HPLYÓVA6,Javier,Reyes,López,2002-07-19,23,Masculino,1.7730000000000001,98.2,31.2,135,87,,,68.0,,,,,,Tepeaca,,,
PUE-003233,RALV740724MPLMÓRA6,Verónica Guadalupe,Ramírez,López,1974-07-24,51,Femenino,1.609,73.1,28.2,118,85,,,65.0,,,,,,Teziutlán,,,
PUE-003234,MAFR891002MPLRLSA1,Rosa Guadalupe,Martínez,Flores,1989-10-02,36,Femenino,1.5490000000000002,55.2,23.0,112,75,,,81.0,,,,,,Yehualtepec,,,
PUE-003235,GERR891010HPLÓMFA7,Rafael,Gómez,Ramírez,1989-10-10,36,Masculino,1.588,57.4,22.8,165,95,,,83.0,,,,,,Tepeaca,,,
PUE-003236,JIRJ260107HPLMDVA4,Javier Ricardo,Jiménez,Rodríguez,2026-01-07,0,Masculino,0.9229999999999999,31.3,36.7,120,72,,,75.0,,,,,,Tepeojuma,,,
PUE-003237,GAHM051221MPLRRRA6,Margarita Ana,García,Hernández,2005-12-21,20,Femenino,1.541,90.7,38.2,153,87,,,72.0,,,,,,Cuautinchán,,,
PUE-003238,DARJ990709HPLÍDSA6,Jesús Javier,Díaz,Rodríguez,1999-07-09,26,Masculino,1.604,68.1,26.5,112,80,,,77.0,,,,,,Tlatlauquitepec,,,
PUE-003239,VUCF850929HPLÁSRA8,Francisco Fernando,Vázquez,Castro,1985-09-29,40,Masculino,1.651,74.9,27.5,136,90,,,76.0,,,,,,Teziutlán,,,
PUE-003240,MATV920128MPLRRRA8,Verónica Teresa,Martínez,Torres,1992-01-28,34,Femenino,1.6030000000000002,68.3,26.6,115,80,,,72.0,,,,,,Zacapoaxtla,,,
PUE-003241,DACF830701HPLÍRRA0,Francisco,Díaz,Cruz,1983-07-01,43,Masculino,1.68,79.3,28.1,137,89,,,85.0,,,,,,San Pedro Cholula,,,
PUE-003242,GAGL150829MPLRTTA5,Leticia,García,Gutiérrez,2015-08-29,10,Femenino,0.7020000000000001,31.0,62.9,110,72,,,85.0,,,,,,Coxcatlán,,,
PUE-003243,DARM740202MPLÍDRA0,María Rosa,Díaz,Rodríguez,1974-02-02,52,Femenino,1.611,54.0,20.8,156,95,,,69.0,,,,,,Pahuatlán,,,
PUE-003244,VURC880419MPLÁMRA8,Carmen,Vázquez,Ramírez,1988-04-19,38,Femenino,1.55,53.7,22.4,118,71,,,67.0,,,,,,San Martín Texmelucan,,,
PUE-003245,DAMP770529MPLÍRTA1,Patricia Juana,Díaz,Martínez,1977-05-29,49,Femenino,1.608,78.1,30.2,122,83,,,66.0,,,,,,Cuetzalan del Progreso,,,
PUE-003246,RORR931211MPLDMSA5,Rosa,Rodríguez,Ramírez,1993-12-11,32,Femenino,1.472,77.4,35.7,118,70,,,76.0,,,,,,Tepeojuma,,,
PUE-003247,GAML680625MPLRRSA9,Luisa,García,Morales,1968-06-25,58,Femenino,1.5630000000000002,60.6,24.8,111,78,,,88.0,,,,,,Calpan,,,
PUE-003248,HEVF920802HPLRÁRA2,Francisco,Hernández,Vázquez,1992-08-02,33,Masculino,1.7630000000000001,89.4,28.8,112,76,,,74.0,,,,,,Esperanza,,,
PUE-003249,VUMC220718MPLÁRRA8,Carmen,Vázquez,Martínez,2022-07-18,3,Femenino,0.9420000000000001,29.6,33.4,122,70,,,91.0,,,,,,San Pedro Cholula,,,
PUE-003250,LEGJ961118HPLÓNSA5,José,López,González,1996-11-18,29,Masculino,1.62,65.7,25.0,117,83,,,96.0,,,,,,Ocoyucan,,,
PUE-003251,CUJL060627MPLRMTA2,Leticia Leticia,Cruz,Jiménez,2006-06-27,20,Femenino,1.597,57.2,22.4,137,93,,,71.0,,,,,,Cuetzalan del Progreso,,,
PUE-003252,CADL860614MPLSÍSA3,Luisa,Castro,Díaz,1986-06-14,40,Femenino,1.5490000000000002,50.1,20.9,123,78,,,86.0,,,,,,Calpan,,,
PUE-003253,LEGF030324HPLÓÓRA0,Fernando Jorge,López,Gómez,2003-03-24,23,Masculino,1.757,83.1,26.9,153,94,,,73.0,,,,,,Cuautinchán,,,
PUE-003254,GEDV051219MPLÓÍRA4,Verónica Verónica,Gómez,Díaz,2005-12-19,20,Femenino,1.6769999999999998,82.7,29.4,113,81,,,75.0,,,,,,Pahuatlán,,,
PUE-003255,DARJ920723HPLÍMNA7,Juan Luis,Díaz,Ramírez,1992-07-23,33,Masculino,1.617,75.0,28.7,110,76,,,72.0,,,,,,Zacapoaxtla,,,
PUE-003256,GEFJ920503MPLÓLNA3,Juana Luisa,Gómez,Flores,1992-05-03,34,Femenino,1.6230000000000002,71.9,27.3,124,70,,,78.0,,,,,,San Andrés Cholula,,,
PUE-003257,GAJT660507MPLRMRA4,Teresa,García,Jiménez,1966-05-07,60,Femenino,1.715,58.7,20.0,116,81,,,103.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003258,LEMM800924HPLÓRGA4,Miguel Juan,López,Morales,1980-09-24,45,Masculino,1.703,95.5,32.9,114,78,,,103.0,,,,,,Chignautla,,,
PUE-003259,CUMR990605HPLRRFA2,Rafael,Cruz,Martínez,1999-06-05,27,Masculino,1.7719999999999998,78.8,25.1,165,105,,,65.0,,,,,,Ocoyucan,,,
PUE-003260,HEGJ930609MPLRRNA3,Juana Luisa,Hernández,García,1993-06-09,33,Femenino,1.642,77.5,28.7,116,72,,,80.0,,,,,,Huejotzingo,,,
PUE-003261,PEGJ820123HPLÉTSA8,Jesús,Pérez,Gutiérrez,1982-01-23,44,Masculino,1.7990000000000002,63.9,19.7,124,71,,,69.0,,,,,,Santiago Miahuatlán,,,
PUE-003262,JIMM621018HPLMRNA0,Manuel Javier,Jiménez,Morales,1962-10-18,63,Masculino,1.705,62.2,21.4,112,73,,,73.0,,,,,,Cuautinchán,,,
PUE-003263,JIGJ251001HPLMTSA7,Jesús,Jiménez,Gutiérrez,2025-10-01,0,Masculino,0.9420000000000001,26.2,29.5,116,79,,,80.0,,,,,,Naupan,,,
PUE-003264,GUPR850404MPLTÉSA7,Rosa Patricia,Gutiérrez,Pérez,1985-04-04,41,Femenino,1.5719999999999998,80.3,32.5,116,76,,,77.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003265,JIFC940125HPLMLRA4,Carlos,Jiménez,Flores,1994-01-25,32,Masculino,1.605,69.8,27.1,118,81,,,71.0,,,,,,Huauchinango,,,
PUE-003266,GUDG021229MPLTÍDA5,Guadalupe Juana,Gutiérrez,Díaz,2002-12-29,23,Femenino,1.567,52.2,21.3,113,72,,,70.0,,,,,,Xiutetelco,,,
PUE-003267,GOCC560301HPLNRRA2,Carlos,González,Cruz,1956-03-01,70,Masculino,1.681,80.5,28.5,116,74,,,88.0,,,,,,Ajalpan,,,
PUE-003268,GEGL920209HPLÓNSA0,Luis,Gómez,González,1992-02-09,34,Masculino,1.6840000000000002,107.9,38.0,114,70,,,82.0,,,,,,Ajalpan,,,
PUE-003269,LEHG690326MPLÓRBA6,Gabriela Gabriela,López,Hernández,1969-03-26,57,Femenino,1.505,63.7,28.1,117,72,,,71.0,,,,,,Xicotepec,,,
PUE-003270,FOMR740617HPLLRCA2,Ricardo Alejandro,Flores,Martínez,1974-06-17,52,Masculino,1.7069999999999999,78.7,27.0,119,85,,,74.0,,,,,,Xiutetelco,,,
PUE-003271,MALL850504MPLRÓSA6,Luisa Guadalupe,Martínez,López,1985-05-04,41,Femenino,1.494,69.6,31.2,125,84,,,69.0,,,,,,Chiconcuautla,,,
PUE-003272,CAGM250201HPLSTNA1,Manuel Rafael,Castro,Gutiérrez,2025-02-01,1,Masculino,1.09,36.5,30.7,115,85,,,69.0,,,,,,Tecamachalco,,,
PUE-003273,RACJ711103HPLMRSA8,Jesús Pedro,Ramírez,Cruz,1971-11-03,54,Masculino,1.666,66.4,23.9,118,76,,,78.0,,,,,,Naupan,,,
PUE-003274,TOMM990830HPLRRGA6,Miguel Francisco,Torres,Martínez,1999-08-30,26,Masculino,1.7,62.4,21.6,159,95,,,74.0,,,,,,San Salvador el Seco,,,
PUE-003275,GAMP550528HPLRRDA6,Pedro,García,Morales,1955-05-28,71,Masculino,1.699,55.6,19.3,125,77,,,67.0,,,,,,Calpan,,,
PUE-003276,DAGE781024MPLÍNLA4,Elena María,Díaz,González,1978-10-24,47,Femenino,1.567,73.7,30.0,111,71,,,65.0,,,,,,San Andrés Cholula,,,
PUE-003277,MOHM941212HPLRRNA6,Manuel Manuel,Morales,Hernández,1994-12-12,31,Masculino,1.683,65.1,23.0,158,92,,,65.0,,,,,,Naupan,,,
PUE-003278,JIMP770128MPLMRTA3,Patricia Rosa,Jiménez,Morales,1977-01-28,49,Femenino,1.528,89.0,38.1,122,71,,,66.0,,,,,,Chalchicomula de Sesma,,,
PUE-003279,RAPR990203MPLMÉSA8,Rosa,Ramírez,Pérez,1999-02-03,27,Femenino,1.625,55.6,21.1,115,78,,,81.0,,,,,,Cuautinchán,,,
PUE-003280,CARL000314MPLSYSA3,Luisa,Castro,Reyes,2000-03-14,26,Femenino,1.472,61.2,28.2,117,78,,,76.0,,,,,,Chalchicomula de Sesma,,,
PUE-003281,CUJJ090709HPLRMNA6,Juan Jorge,Cruz,Jiménez,2009-07-09,16,Masculino,1.6380000000000001,82.3,30.7,122,76,,,92.0,,,,,,Tepeaca,,,
PUE-003282,JIDR850520HPLMÍFA6,Rafael Luis,Jiménez,Díaz,1985-05-20,41,Masculino,1.546,59.7,25.0,120,74,,,70.0,,,,,,Chiautla,,,
PUE-003283,HEGS090825MPLRTFA4,Sofia,Hernández,Gutiérrez,2009-08-25,16,Femenino,1.5519999999999998,71.6,29.7,113,76,,,71.0,,,,,,Tepeojuma,,,
PUE-003284,MACP680619MPLRRTA0,Patricia,Martínez,Cruz,1968-06-19,58,Femenino,1.5659999999999998,75.8,30.9,147,101,,,83.0,,,,,,Tecamachalco,,,
PUE-003285,JIPC830714MPLMÉRA0,Carmen Guadalupe,Jiménez,Pérez,1983-07-14,42,Femenino,1.61,63.8,24.6,121,80,,,75.0,,,,,,Pahuatlán,,,
PUE-003286,ROGJ590316HPLDNNA8,Juan Carlos,Rodríguez,González,1959-03-16,67,Masculino,1.61,59.8,23.1,112,70,,,80.0,,,,,,San Pedro Cholula,,,
PUE-003287,GARG800215MPLRDBA4,Gabriela Guadalupe,García,Rodríguez,1980-02-15,46,Femenino,1.5659999999999998,68.1,27.8,121,85,,,75.0,,,,,,Xiutetelco,,,
PUE-003288,PEMJ920217MPLÉRNA7,Juana Leticia,Pérez,Martínez,1992-02-17,34,Femenino,1.5830000000000002,61.6,24.6,115,78,,,102.0,,,,,,Tepeojuma,,,
PUE-003289,MOPC641223HPLRÉRA0,Carlos,Morales,Pérez,1964-12-23,61,Masculino,1.646,76.1,28.1,116,82,,,74.0,,,,,,Atlixco,,,
PUE-003290,GUCC070528MPLTRRA9,Carmen María,Gutiérrez,Cruz,2007-05-28,19,Femenino,1.599,75.5,29.5,112,77,,,79.0,,,,,,Izúcar de Matamoros,,,
PUE-003291,REMM541029HPLYRNA3,Manuel,Reyes,Martínez,1954-10-29,71,Masculino,1.7080000000000002,92.1,31.6,120,83,,,78.0,,,,,,Huejotzingo,,,
PUE-003292,RACC040808HPLMRRA1,Carlos Manuel,Ramírez,Cruz,2004-08-08,21,Masculino,1.676,72.8,25.9,116,79,,,85.0,,,,,,Zacapoaxtla,,,
PUE-003293,GEVP010823MPLÓÁTA5,Patricia Rosa,Gómez,Vázquez,2001-08-23,24,Femenino,1.493,53.0,23.8,119,85,,,68.0,,,,,,Aljojuca,,,
PUE-003294,HEGP870226MPLRNTA7,Patricia Teresa,Hernández,González,1987-02-26,39,Femenino,1.61,66.5,25.7,135,95,,,82.0,,,,,,Ajalpan,,,
PUE-003295,MAPG870922MPLRÉBA9,Gabriela,Martínez,Pérez,1987-09-22,38,Femenino,1.516,68.8,29.9,125,79,,,80.0,,,,,,Huauchinango,,,
PUE-003296,VURV861010MPLÁDRA2,Verónica Sofia,Vázquez,Rodríguez,1986-10-10,39,Femenino,1.5190000000000001,62.8,27.2,124,83,,,88.0,,,,,,Tecamachalco,,,
PUE-003297,CUGJ561012MPLRNNA9,Juana,Cruz,González,1956-10-12,69,Femenino,1.5630000000000002,66.0,27.0,114,74,,,70.0,,,,,,Tepeojuma,,,
PUE-003298,GURV870114MPLTYRA3,Verónica,Gutiérrez,Reyes,1987-01-14,39,Femenino,1.591,91.4,36.1,125,81,,,90.0,,,,,,Tecamachalco,,,
PUE-003299,LECJ200629HPLÓSNA0,Juan Miguel,López,Castro,2020-06-29,5,Masculino,0.85,15.7,21.7,161,89,,,73.0,,,,,,San Salvador el Seco,,,
PUE-003300,LEGJ110819HPLÓNVA1,Javier Rafael,López,González,2011-08-19,14,Masculino,1.766,68.1,21.8,118,81,,,65.0,,,,,,Tlatlauquitepec,,,
PUE-003301,REDE630112MPLYÍLA1,Elena Rosa,Reyes,Díaz,1963-01-12,63,Femenino,1.595,55.1,21.7,120,73,,,70.0,,,,,,Pahuatlán,,,
PUE-003302,REGL710127MPLYÓSA8,Luisa Juana,Reyes,Gómez,1971-01-27,55,Femenino,1.618,62.7,24.0,111,74,,,66.0,,,,,,Tepeaca,,,
PUE-003303,GUTJ881026HPLTRNA0,Juan,Gutiérrez,Torres,1988-10-26,37,Masculino,1.712,76.6,26.1,152,95,,,66.0,,,,,,Cuautinchán,,,
PUE-003304,PEVC811013HPLÉÁRA7,Carlos Jorge,Pérez,Vázquez,1981-10-13,44,Masculino,1.63,47.1,17.7,144,94,,,74.0,,,,,,Huaquechula,,,
PUE-003305,SERR620922MPLÁMSA7,Rosa Leticia,Sánchez,Ramírez,1962-09-22,63,Femenino,1.5419999999999998,75.3,31.7,160,99,,,66.0,,,,,,San Martín Texmelucan,,,
PUE-003306,DARJ620130HPLÍMRA0,Jorge,Díaz,Ramírez,1962-01-30,64,Masculino,1.715,63.4,21.6,120,75,,,84.0,,,,,,Calpan,,,
PUE-003307,GUJR891210HPLTMFA1,Rafael José,Gutiérrez,Jiménez,1989-12-10,36,Masculino,1.696,77.7,27.0,117,83,,,103.0,,,,,,San Salvador el Seco,,,
PUE-003308,MOCC090510HPLRRRA7,Carlos,Morales,Cruz,2009-05-10,17,Masculino,1.636,98.3,36.7,124,85,,,84.0,,,,,,Chiconcuautla,,,
PUE-003309,TOMC740313MPLRRRA3,Carmen Elena,Torres,Morales,1974-03-13,52,Femenino,1.506,53.0,23.4,121,77,,,97.0,,,,,,Huauchinango,,,
PUE-003310,VUDM640215MPLÁÍRA5,María Sofia,Vázquez,Díaz,1964-02-15,62,Femenino,1.561,87.3,35.8,123,74,,,77.0,,,,,,Huejotzingo,,,
PUE-003311,VUHL170124MPLÁRSA1,Luisa Patricia,Vázquez,Hernández,2017-01-24,9,Femenino,1.093,27.0,22.6,123,81,,,76.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003312,GERA260606MPLÓYNA8,Ana,Gómez,Reyes,2026-06-06,0,Femenino,1.358,12.6,6.8,118,74,,,88.0,,,,,,Chignautla,,,
PUE-003313,CARR630324HPLSYCA5,Ricardo,Castro,Reyes,1963-03-24,63,Masculino,1.686,77.1,27.1,118,71,,,68.0,,,,,,Ocoyucan,,,
PUE-003314,REFL840616MPLYLSA0,Luisa Sofia,Reyes,Flores,1984-06-16,42,Femenino,1.62,82.7,31.5,120,84,,,70.0,,,,,,Cuetzalan del Progreso,,,
PUE-003315,MAGF980619HPLRNRA3,Fernando Fernando,Martínez,González,1998-06-19,28,Masculino,1.695,70.6,24.6,120,81,,,95.0,,,,,,Chiautla,,,
PUE-003316,GASM960808MPLRÁRA9,Margarita Gabriela,García,Sánchez,1996-08-08,29,Femenino,1.421,73.3,36.3,118,82,,,72.0,,,,,,Puebla,,,
PUE-003317,JISA990203HPLMÁLA7,Alejandro,Jiménez,Sánchez,1999-02-03,27,Masculino,1.646,71.0,26.2,114,79,,,73.0,,,,,,Xiutetelco,,,
PUE-003318,JIFJ251106HPLMLSA6,José Juan,Jiménez,Flores,2025-11-06,0,Masculino,0.998,13.5,13.6,114,73,,,81.0,,,,,,Chignautla,,,
PUE-003319,PEGJ790220HPLÉTSA9,José Carlos,Pérez,Gutiérrez,1979-02-20,47,Masculino,1.6219999999999999,99.6,37.9,113,80,,,75.0,,,,,,Aljojuca,,,
PUE-003320,DARF920314HPLÍYRA4,Fernando Jorge,Díaz,Reyes,1992-03-14,34,Masculino,1.7180000000000002,89.4,30.3,125,81,,,79.0,,,,,,Huaquechula,,,
PUE-003321,GOLG801214MPLNÓBA1,Gabriela,González,López,1980-12-14,45,Femenino,1.5190000000000001,62.9,27.3,120,83,,,79.0,,,,,,Calpan,,,
PUE-003322,LEFL670928MPLÓLSA4,Luisa,López,Flores,1967-09-28,58,Femenino,1.558,50.1,20.6,149,86,,,69.0,,,,,,Puebla,,,
PUE-003323,DALJ790725MPLÍÓNA6,Juana Gabriela,Díaz,López,1979-07-25,46,Femenino,1.578,65.5,26.3,119,71,,,78.0,,,,,,San Martín Texmelucan,,,
PUE-003324,FOGF681006HPLLÓRA7,Fernando Pedro,Flores,Gómez,1968-10-06,57,Masculino,1.703,80.5,27.8,111,84,,,66.0,,,,,,Pahuatlán,,,
PUE-003325,GUMJ530901HPLTRRA4,Jorge Fernando,Gutiérrez,Morales,1953-09-01,72,Masculino,1.702,73.4,25.3,156,99,,,79.0,,,,,,Amozoc,,,
PUE-003326,DASJ830327MPLÍÁNA3,Juana Carmen,Díaz,Sánchez,1983-03-27,43,Femenino,1.541,67.6,28.5,124,82,,,82.0,,,,,,Ocoyucan,,,
PUE-003327,GORJ050518MPLNYNA3,Juana,González,Reyes,2005-05-18,21,Femenino,1.5290000000000001,77.7,33.2,121,74,,,83.0,,,,,,Aljojuca,,,
PUE-003328,VUTG751129MPLÁRBA9,Gabriela Patricia,Vázquez,Torres,1975-11-29,50,Femenino,1.67,70.5,25.3,120,82,,,75.0,,,,,,Chalchicomula de Sesma,,,
PUE-003329,CUHA161005HPLRRLA1,Alejandro Jorge,Cruz,Hernández,2016-10-05,9,Masculino,1.177,16.1,11.6,125,73,,,85.0,,,,,,Huejotzingo,,,
PUE-003330,JIMJ711120MPLMRNA8,Juana,Jiménez,Morales,1971-11-20,54,Femenino,1.6130000000000002,65.4,25.1,119,78,,,67.0,,,,,,Puebla,,,
PUE-003331,GAGE160226MPLRNLA2,Elena Patricia,García,González,2016-02-26,10,Femenino,1.1320000000000001,24.7,19.3,123,80,,,72.0,,,,,,Cuautlancingo,,,
PUE-003332,RESC870825MPLYÁRA2,Carmen Guadalupe,Reyes,Sánchez,1987-08-25,38,Femenino,1.535,58.0,24.6,125,75,,,69.0,,,,,,Tepeojuma,,,
PUE-003333,GECR930518HPLÓSCA1,Ricardo,Gómez,Castro,1993-05-18,33,Masculino,1.6469999999999998,63.1,23.3,117,81,,,82.0,,,,,,Yehualtepec,,,
PUE-003334,CUDJ881208HPLRÍRA8,Jorge Alejandro,Cruz,Díaz,1988-12-08,37,Masculino,1.726,68.9,23.1,113,72,,,103.0,,,,,,Chietla,,,
PUE-003335,VUMF950310HPLÁRRA1,Fernando Jesús,Vázquez,Martínez,1995-03-10,31,Masculino,1.65,88.5,32.5,119,79,,,81.0,,,,,,San Pedro Cholula,,,
PUE-003336,TOCA000326HPLRSLA3,Alejandro Rafael,Torres,Castro,2000-03-26,26,Masculino,1.631,72.0,27.1,117,81,,,88.0,,,,,,Calpan,,,
PUE-003337,REDR670226HPLYÍFA4,Rafael Francisco,Reyes,Díaz,1967-02-26,59,Masculino,1.6119999999999999,53.5,20.6,122,70,,,67.0,,,,,,Tlachichuca,,,
PUE-003338,HERJ940220MPLRYNA9,Juana Gabriela,Hernández,Reyes,1994-02-20,32,Femenino,1.56,64.5,26.5,118,77,,,70.0,,,,,,Chietla,,,
PUE-003339,JIMJ780424MPLMRNA9,Juana,Jiménez,Morales,1978-04-24,48,Femenino,1.538,50.4,21.3,119,80,,,67.0,,,,,,Amozoc,,,
PUE-003340,ROGR630927HPLDRFA1,Rafael,Rodríguez,García,1963-09-27,62,Masculino,1.635,71.3,26.7,111,75,,,79.0,,,,,,Cuautlancingo,,,
PUE-003341,FORC821022MPLLDRA6,Carmen Gabriela,Flores,Rodríguez,1982-10-22,43,Femenino,1.5319999999999998,70.2,29.9,115,71,,,84.0,,,,,,Izúcar de Matamoros,,,
PUE-003342,GAMJ950706HPLRRSA8,José Rafael,García,Morales,1995-07-06,30,Masculino,1.7480000000000002,88.9,29.1,115,72,,,89.0,,,,,,Naupan,,,
PUE-003343,GODR970505HPLNÍCA5,Ricardo Jorge,González,Díaz,1997-05-05,29,Masculino,1.6380000000000001,78.1,29.1,116,79,,,102.0,,,,,,Cuautinchán,,,
PUE-003344,FOMR690404HPLLRFA2,Rafael,Flores,Morales,1969-04-04,57,Masculino,1.66,95.5,34.7,111,77,,,67.0,,,,,,Coxcatlán,,,
PUE-003345,MAFC900510HPLRLRA5,Carlos Carlos,Martínez,Flores,1990-05-10,36,Masculino,1.672,94.3,33.7,154,88,,,79.0,,,,,,Teziutlán,,,
PUE-003346,TORG641229MPLRMBA6,Gabriela,Torres,Ramírez,1964-12-29,61,Femenino,1.507,62.1,27.3,125,82,,,89.0,,,,,,Chiautla,,,
PUE-003347,SERJ830306HPLÁMSA1,Jesús Francisco,Sánchez,Ramírez,1983-03-06,43,Masculino,1.771,68.4,21.8,125,70,,,74.0,,,,,,Pahuatlán,,,
PUE-003348,JIRR790924HPLMDFA3,Rafael Jesús,Jiménez,Rodríguez,1979-09-24,46,Masculino,1.673,82.7,29.5,155,101,,,78.0,,,,,,Cuautlancingo,,,
PUE-003349,JITM700818MPLMRRA7,María,Jiménez,Torres,1970-08-18,55,Femenino,1.534,51.4,21.8,120,81,,,72.0,,,,,,Santa Clara Ocoyucan,,,
PUE-003350,TOMC970304MPLRRRA0,Carmen Gabriela,Torres,Morales,1997-03-04,29,Femenino,1.536,58.7,24.9,117,82,,,75.0,,,,,,Zacapoaxtla,,,
PUE-003351,TOCR790224MPLRRSA6,Rosa,Torres,Cruz,1979-02-24,47,Femenino,1.643,53.2,19.7,118,70,,,74.0,,,,,,Tepeojuma,,,
PUE-003352,GARC090702MPLRMRA2,Carmen Rosa,García,Ramírez,2009-07-02,16,Femenino,1.643,74.1,27.5,161,97,,,74.0,,,,,,Puebla,,,
PUE-003353,GAGE081120MPLRÓLA2,Elena,García,Gómez,2008-11-20,17,Femenino,1.5019999999999998,62.0,27.5,121,82,,,74.0,,,,,,Chiconcuautla,,,
PUE-003354,DAMM630416HPLÍRNA1,Manuel Jesús,Díaz,Morales,1963-04-16,63,Masculino,1.663,96.6,34.9,115,70,,,69.0,,,,,,Cuautinchán,,,
PUE-003355,LEGJ071022HPLÓRRA2,Jorge Alejandro,López,García,2007-10-22,18,Masculino,1.723,79.7,26.8,121,76,,,87.0,,,,,,Chietla,,,
PUE-003356,VUDR080306MPLÁÍSA6,Rosa,Vázquez,Díaz,2008-03-06,18,Femenino,1.67,63.9,22.9,114,81,,,74.0,,,,,,Huejotzingo,,,
PUE-003357,GUSP110911HPLTÁDA4,Pedro Jorge,Gutiérrez,Sánchez,2011-09-11,14,Masculino,1.683,81.8,28.9,121,76,,,80.0,,,,,,Chiconcuautla,,,
PUE-003358,DAGJ860621HPLÍNNA1,Juan Francisco,Díaz,González,1986-06-21,40,Masculino,1.653,80.1,29.3,123,76,,,67.0,,,,,,Huejotzingo,,,
PUE-003359,GEGL020807MPLÓRSA5,Luisa,Gómez,García,2002-08-07,23,Femenino,1.433,72.2,35.2,125,72,,,66.0,,,,,,Tehuacán,,,
PUE-003360,ROHC970727MPLDRRA3,Carmen,Rodríguez,Hernández,1997-07-27,28,Femenino,1.5590000000000002,71.3,29.3,123,83,,,101.0,,,,,,San Andrés Cholula,,,
PUE-003361,CUGL891113HPLRTSA0,Luis Pedro,Cruz,Gutiérrez,1989-11-13,36,Masculino,1.6159999999999999,92.7,35.5,159,88,,,72.0,,,,,,Naupan,,,
PUE-003362,LEGM720731HPLÓNGA0,Miguel,López,González,1972-07-31,53,Masculino,1.6680000000000001,61.5,22.1,143,89,,,71.0,,,,,,Cuautinchán,,,
PUE-003363,SECR890721HPLÁRCA9,Ricardo Carlos,Sánchez,Cruz,1989-07-21,36,Masculino,1.619,80.4,30.7,122,78,,,76.0,,,,,,Tecamachalco,,,
PUE-003364,GOGM010630HPLNTNA7,Manuel,González,Gutiérrez,2001-06-30,24,Masculino,1.651,64.7,23.7,150,101,,,68.0,,,,,,Chalchicomula de Sesma,,,
